resource	path	type	required	default	validation	classification	owner	mutability	enforcement	moduleInteraction	migration	rule	purpose	decision
OpenBaoCluster	spec.observability.metrics	object	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	Metrics configures integration with Prometheus/OpenMetrics.	-
OpenBaoCluster	spec.observability.metrics.enabled	boolean	true	false	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	Enabled configures the OpenBao telemetry stanza and creates a ServiceMonitor.	-
OpenBaoCluster	spec.observability.metrics.metricsOnlyListener	object	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	MetricsOnlyListener configures a dedicated listener for metrics scraping.	-
OpenBaoCluster	spec.observability.metrics.metricsOnlyListener.enabled	boolean	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	Enabled controls whether to render the dedicated metrics-only listener.	-
OpenBaoCluster	spec.observability.metrics.metricsOnlyListener.port	integer	false	8202	format=int32; minimum=1; maximum=65535	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	Port is the dedicated metrics listener port.	-
OpenBaoCluster	spec.observability.metrics.metricsOnlyListener.unauthenticatedMetricsAccess	boolean	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	UnauthenticatedMetricsAccess allows unauthenticated access to /v1/sys/metrics on the metrics-only listener.	-
OpenBaoCluster	spec.observability.metrics.scrapeProfile	string	false	"Active"	enum="Active","AllNodes"	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	ScrapeProfile selects which OpenBao pods are targeted by generated scrape resources.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor	object	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	ServiceMonitor controls whether to create a Prometheus Operator ServiceMonitor.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.annotations	object	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	Annotations are added to the ServiceMonitor metadata.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.authorization	object	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	Authorization configures an optional ServiceMonitor authorization block.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.authorization.credentialsSecret	object	true	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	CredentialsSecret references a Secret key containing the authorization credentials.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.authorization.credentialsSecret.key	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	Key is the key within the Secret or ConfigMap.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.authorization.credentialsSecret.name	string	true	-	minLength=1	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	Name is the Secret or ConfigMap name.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.authorization.type	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	Type is the authorization type.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.enabled	boolean	true	true	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	Enabled controls whether to create the ServiceMonitor.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.interval	string	false	"30s"	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	Interval is the scrape interval.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.jobLabel	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	JobLabel selects the Service label Prometheus uses as the job label.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.labels	object	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	Labels are added to the ServiceMonitor metadata.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.scrapeTimeout	string	false	"10s"	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	ScrapeTimeout is the scrape timeout.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.tlsConfig	object	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	TLSConfig configures TLS verification for the OpenBao scrape endpoint.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.tlsConfig.caConfigMap	object	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	CAConfigMap references a ConfigMap key containing the CA certificate.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.tlsConfig.caConfigMap.key	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	Key is the key within the Secret or ConfigMap.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.tlsConfig.caConfigMap.name	string	true	-	minLength=1	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	Name is the Secret or ConfigMap name.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.tlsConfig.caSecret	object	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	CASecret references a Secret key containing the CA certificate.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.tlsConfig.caSecret.key	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	Key is the key within the Secret or ConfigMap.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.tlsConfig.caSecret.name	string	true	-	minLength=1	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	Name is the Secret or ConfigMap name.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.tlsConfig.insecureSkipVerify	boolean	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	InsecureSkipVerify disables TLS certificate verification.	-
OpenBaoCluster	spec.observability.metrics.serviceMonitor.tlsConfig.serverName	string	false	-	-	additive-unfrozen	observability	mutable	crd-schema,controller	none	required-if-changed	spec.observability	ServerName verifies the hostname in the OpenBao serving certificate.	-
OpenBaoCluster	spec.operatorImageVerification	object	false	-	-	beta-stable	supply-chain-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.operatorImageVerification	OperatorImageVerification configures supply chain security checks for operator-managed helper images (init container, backup/upgrade/restore executors).	-
OpenBaoCluster	spec.operatorImageVerification.enabled	boolean	true	-	-	beta-stable	supply-chain-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.operatorImageVerification	Enabled controls whether image verification is enforced.	-
OpenBaoCluster	spec.operatorImageVerification.failurePolicy	string	true	"Block"	enum="Warn","Block"	beta-stable	supply-chain-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.operatorImageVerification	FailurePolicy defines behavior on verification failure.	-
OpenBaoCluster	spec.operatorImageVerification.ignoreTlog	boolean	false	false	-	beta-stable	supply-chain-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.operatorImageVerification	IgnoreTlog controls whether to verify against the Rekor transparency log.	-
OpenBaoCluster	spec.operatorImageVerification.imagePullSecrets	array<object>	false	-	-	beta-stable	supply-chain-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.operatorImageVerification	ImagePullSecrets is a list of references to secrets in the same namespace to use for pulling images from private registries during verification.	-
OpenBaoCluster	spec.operatorImageVerification.imagePullSecrets[].name	string	false	""	-	beta-stable	supply-chain-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.operatorImageVerification	Name of the referent.	-
OpenBaoCluster	spec.operatorImageVerification.issuer	string	false	-	-	beta-stable	supply-chain-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.operatorImageVerification	Issuer is the OIDC issuer for keyless verification (e.g., https://token.actions.githubusercontent.com).	-
OpenBaoCluster	spec.operatorImageVerification.issuerRegExp	string	false	-	-	beta-stable	supply-chain-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.operatorImageVerification	IssuerRegExp is a regular expression for the OIDC issuer when using keyless verification.	-
OpenBaoCluster	spec.operatorImageVerification.publicKey	string	false	-	-	beta-stable	supply-chain-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.operatorImageVerification	PublicKey is the Cosign public key content used to verify the signature.	-
OpenBaoCluster	spec.operatorImageVerification.subject	string	false	-	-	beta-stable	supply-chain-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.operatorImageVerification	Subject is the OIDC subject for keyless verification.	-
OpenBaoCluster	spec.operatorImageVerification.subjectRegExp	string	false	-	-	beta-stable	supply-chain-security	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.operatorImageVerification	SubjectRegExp is a regular expression for the OIDC subject when using keyless verification.	-
OpenBaoCluster	spec.paused	boolean	false	-	-	beta-stable	lifecycle	mutable	crd-schema,controller	none	required-if-changed	spec.paused	Paused, when true, pauses reconciliation for this OpenBaoCluster (except delete and finalizers).	-
OpenBaoCluster	spec.plugins	array<object>	false	-	-	additive-unfrozen	configuration	mutable	crd-schema,controller	none	required-if-changed	spec.plugins	Plugins configures declarative plugins for the OpenBao cluster.	-
OpenBaoCluster	spec.plugins[].args	array<string>	false	-	-	additive-unfrozen	configuration	mutable	crd-schema,controller	none	required-if-changed	spec.plugins	Args are arguments to pass to the running plugin.	-
OpenBaoCluster	spec.plugins[].binaryName	string	true	-	minLength=1	additive-unfrozen	configuration	mutable	crd-schema,controller	none	required-if-changed	spec.plugins	BinaryName is the name of the plugin binary file within the OCI image.	-
OpenBaoCluster	spec.plugins[].command	string	false	-	-	additive-unfrozen	configuration	mutable	crd-schema,controller	none	required-if-changed	spec.plugins	Command is the command name of a manually downloaded plugin.	-
OpenBaoCluster	spec.plugins[].env	array<string>	false	-	-	additive-unfrozen	configuration	mutable	crd-schema,controller	none	required-if-changed	spec.plugins	Env are environment variables to pass to the running plugin.	-
OpenBaoCluster	spec.plugins[].image	string	false	-	-	additive-unfrozen	configuration	mutable	crd-schema,controller	none	required-if-changed	spec.plugins	Image is the OCI image URL including registry and repository.	-
OpenBaoCluster	spec.plugins[].name	string	true	-	minLength=1	additive-unfrozen	configuration	mutable	crd-schema,controller	none	required-if-changed	spec.plugins	Name is the name of the plugin.	-
OpenBaoCluster	spec.plugins[].sha256sum	string	true	-	pattern=^[0-9a-fA-F]{64}$; minLength=64; maxLength=64	additive-unfrozen	configuration	mutable	crd-schema,controller	none	required-if-changed	spec.plugins	SHA256Sum is the expected SHA256 checksum of the plugin binary.	-
OpenBaoCluster	spec.plugins[].type	string	true	-	minLength=1	additive-unfrozen	configuration	mutable	crd-schema,controller	none	required-if-changed	spec.plugins	Type is the plugin type (e.g., "secret", "auth").	-
OpenBaoCluster	spec.plugins[].version	string	true	-	minLength=1	additive-unfrozen	configuration	mutable	crd-schema,controller	none	required-if-changed	spec.plugins	Version is the image version or tag.	-
OpenBaoCluster	spec.podMetadata	object	false	-	-	beta-stable	workload	mutable	crd-schema,controller	none	required-if-changed	spec.podMetadata	PodMetadata configures additional labels and annotations for the OpenBao Pod template.	-
OpenBaoCluster	spec.podMetadata.annotations	object	false	-	-	beta-stable	workload	mutable	crd-schema,controller	none	required-if-changed	spec.podMetadata	Annotations are merged into the generated OpenBao Pod template annotations.	-
OpenBaoCluster	spec.podMetadata.labels	object	false	-	-	beta-stable	workload	mutable	crd-schema,controller	none	required-if-changed	spec.podMetadata	Labels are merged into the generated OpenBao Pod template labels.	-
OpenBaoCluster	spec.profile	string	true	-	-	beta-stable	security-posture	mutable	crd-schema,admission-policy,controller	none	required-if-changed	spec.profile	Profile defines the security posture for this cluster.	-
OpenBaoCluster	spec.readReplicas	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	ReadReplicas configures the steady-state non-voter read-replica pool.	-
OpenBaoCluster	spec.readReplicas.replicas	integer	false	-	format=int32; minimum=0	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Replicas is the desired number of permanent non-voters.	-
OpenBaoCluster	spec.readReplicas.service	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Service configures an optional dedicated Service for read traffic.	-
OpenBaoCluster	spec.readReplicas.service.annotations	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Annotations are additional annotations to apply to the read Service.	-
OpenBaoCluster	spec.readReplicas.service.enabled	boolean	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Enabled controls whether the operator creates a dedicated Service for the read-replica pool.	-
OpenBaoCluster	spec.readReplicas.service.type	string	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Type is the Kubernetes Service type, for example "ClusterIP" or "LoadBalancer".	-
OpenBaoCluster	spec.readReplicas.storage	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Storage configures read-replica-specific storage overrides.	-
OpenBaoCluster	spec.readReplicas.storage.size	unknown	false	-	pattern=^(\+|-)?(([0-9]+(\.[0-9]*)?)|(\.[0-9]+))(([KMGTPE]i)|[numkMGTPE]|([eE](\+|-)?(([0-9]+(\.[0-9]*)?)|(\.[0-9]+))))?$	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Size is the requested persistent volume size for read replicas.	-
OpenBaoCluster	spec.readReplicas.storage.storageClassName	string	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	StorageClassName is an optional StorageClass for read-replica PVCs.	-
OpenBaoCluster	spec.readReplicas.template	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Template configures read-replica-specific Pod template overrides.	-
OpenBaoCluster	spec.readReplicas.template.metadata	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Metadata defines additional labels and annotations applied only to the read-replica Pod template.	-
OpenBaoCluster	spec.readReplicas.template.metadata.annotations	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Annotations are merged into the generated OpenBao Pod template annotations.	-
OpenBaoCluster	spec.readReplicas.template.metadata.labels	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Labels are merged into the generated OpenBao Pod template labels.	-
OpenBaoCluster	spec.readReplicas.template.resources	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Resources defines container resource requests and limits for read replicas.	-
OpenBaoCluster	spec.readReplicas.template.resources.claims	array<object>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Claims lists the names of resources, defined in spec.resourceClaims, that are used by this container.	-
OpenBaoCluster	spec.readReplicas.template.resources.claims[].name	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Name must match the name of one entry in pod.spec.resourceClaims of the Pod where this field is used.	-
OpenBaoCluster	spec.readReplicas.template.resources.claims[].request	string	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Request is the name chosen for a request in the referenced claim.	-
OpenBaoCluster	spec.readReplicas.template.resources.limits	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Limits describes the maximum amount of compute resources allowed.	-
OpenBaoCluster	spec.readReplicas.template.resources.requests	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Requests describes the minimum amount of compute resources required.	-
OpenBaoCluster	spec.readReplicas.template.scheduling	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Scheduling defines node-placement and topology overrides for read replicas.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Affinity defines Pod affinity / anti-affinity rules for read-replica Pods.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Describes node affinity scheduling rules for the pod.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.preferredDuringSchedulingIgnoredDuringExecution	array<object>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	The scheduler will prefer to schedule pods to nodes that satisfy the affinity expressions specified by this field, but it may choose a node that violates one or more of the expressions.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.preferredDuringSchedulingIgnoredDuringExecution[].preference	object	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	A node selector term, associated with the corresponding weight.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.preferredDuringSchedulingIgnoredDuringExecution[].preference.matchExpressions	array<object>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	A list of node selector requirements by node's labels.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.preferredDuringSchedulingIgnoredDuringExecution[].preference.matchExpressions[].key	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	The label key that the selector applies to.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.preferredDuringSchedulingIgnoredDuringExecution[].preference.matchExpressions[].operator	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Represents a key's relationship to a set of values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.preferredDuringSchedulingIgnoredDuringExecution[].preference.matchExpressions[].values	array<string>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	An array of string values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.preferredDuringSchedulingIgnoredDuringExecution[].preference.matchFields	array<object>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	A list of node selector requirements by node's fields.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.preferredDuringSchedulingIgnoredDuringExecution[].preference.matchFields[].key	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	The label key that the selector applies to.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.preferredDuringSchedulingIgnoredDuringExecution[].preference.matchFields[].operator	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Represents a key's relationship to a set of values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.preferredDuringSchedulingIgnoredDuringExecution[].preference.matchFields[].values	array<string>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	An array of string values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.preferredDuringSchedulingIgnoredDuringExecution[].weight	integer	true	-	format=int32	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Weight associated with matching the corresponding nodeSelectorTerm, in the range 1-100.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.requiredDuringSchedulingIgnoredDuringExecution	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	If the affinity requirements specified by this field are not met at scheduling time, the pod will not be scheduled onto the node.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.requiredDuringSchedulingIgnoredDuringExecution.nodeSelectorTerms	array<object>	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Required.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.requiredDuringSchedulingIgnoredDuringExecution.nodeSelectorTerms[].matchExpressions	array<object>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	A list of node selector requirements by node's labels.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.requiredDuringSchedulingIgnoredDuringExecution.nodeSelectorTerms[].matchExpressions[].key	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	The label key that the selector applies to.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.requiredDuringSchedulingIgnoredDuringExecution.nodeSelectorTerms[].matchExpressions[].operator	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Represents a key's relationship to a set of values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.requiredDuringSchedulingIgnoredDuringExecution.nodeSelectorTerms[].matchExpressions[].values	array<string>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	An array of string values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.requiredDuringSchedulingIgnoredDuringExecution.nodeSelectorTerms[].matchFields	array<object>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	A list of node selector requirements by node's fields.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.requiredDuringSchedulingIgnoredDuringExecution.nodeSelectorTerms[].matchFields[].key	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	The label key that the selector applies to.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.requiredDuringSchedulingIgnoredDuringExecution.nodeSelectorTerms[].matchFields[].operator	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Represents a key's relationship to a set of values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.nodeAffinity.requiredDuringSchedulingIgnoredDuringExecution.nodeSelectorTerms[].matchFields[].values	array<string>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	An array of string values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Describes pod affinity scheduling rules (e.g.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution	array<object>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	The scheduler will prefer to schedule pods to nodes that satisfy the affinity expressions specified by this field, but it may choose a node that violates one or more of the expressions.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm	object	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	Required.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.labelSelector	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	A label query over a set of resources, in this case pods.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.labelSelector.matchExpressions	array<object>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	matchExpressions is a list of label selector requirements.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.labelSelector.matchExpressions[].key	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	key is the label key that the selector applies to.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.labelSelector.matchExpressions[].operator	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	operator represents a key's relationship to a set of values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.labelSelector.matchExpressions[].values	array<string>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	values is an array of string values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.labelSelector.matchLabels	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	matchLabels is a map of {key,value} pairs.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.matchLabelKeys	array<string>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	MatchLabelKeys is a set of pod label keys to select which pods will be taken into consideration.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.mismatchLabelKeys	array<string>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	MismatchLabelKeys is a set of pod label keys to select which pods will be taken into consideration.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.namespaceSelector	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	A label query over the set of namespaces that the term applies to.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.namespaceSelector.matchExpressions	array<object>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	matchExpressions is a list of label selector requirements.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.namespaceSelector.matchExpressions[].key	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	key is the label key that the selector applies to.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.namespaceSelector.matchExpressions[].operator	string	true	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	operator represents a key's relationship to a set of values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.namespaceSelector.matchExpressions[].values	array<string>	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	values is an array of string values.	-
OpenBaoCluster	spec.readReplicas.template.scheduling.affinity.podAffinity.preferredDuringSchedulingIgnoredDuringExecution[].podAffinityTerm.namespaceSelector.matchLabels	object	false	-	-	additive-unfrozen	workload	mutable	crd-schema,controller	none	required-if-changed	spec.readReplicas	matchLabels is a map of {key,value} pairs.	-
